title,exercise_type,target_muscle_group,equipment,experience_level,exercise_rating,exercise_rating_description,alternative_exercises
Double-arm triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,8.8,Average,"Tricep Dumbbell Kickback,Seated Bent-Over Two-Arm Dumbbell Triceps Extension"
Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,8.7,Average,"Dumbbell Lunges,Barbell forward lunge,Smith machine Bulgarian split squat"
Seated Calf Raise,Strength,Calves,Machine,Intermediate,8.7,Average,"Dumbbell Seated One-Leg Calf Raise,Barbell Seated Calf Raise"
Standing dumbbell shrug,Strength,Traps,Dumbbell,Intermediate,8.7,Average,"Barbell shrug,Cable shrug,Barbell behind-the-back shrug"
Calf Press On The Leg Press Machine,Strength,Calves,Machine,Intermediate,8.7,Average,"Standing Calf Raises,Seated Calf Raise,Weighted donkey calf raise"
Barbell step-up,Strength,Quadriceps,Barbell,Intermediate,8.7,Average,"Dumbbell Lunges,Barbell forward lunge,Smith machine Bulgarian split squat"
Feet-elevated bench dip,Strength,Triceps,Body Only,Intermediate,8.7,Average,"Triceps dip,Dip Machine,Decline Close-Grip Bench To Skull Crusher"
Bent Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,8.7,Average,"Dumbbell bent-over row,Single-arm dumbbell upright row"
Crunches,Strength,Abdominals,Body Only,Intermediate,8.7,Average,"Gorilla Chin/Crunch,Ab Crunch Machine,Frog Sit-Ups"
Dumbbell Alternate Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,8.7,Average,"Alternating incline dumbbell biceps curl,Alternate Incline Dumbbell Curl,Concentration curl,Lying cable biceps curl"
Bent-over dumbbell rear delt row,Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,Barbell rear delt bent-over row
External Rotation with Cable,Strength,Shoulders,N/A,Intermediate,8.7,Average,N/A
Handstand push-up,Strength,Shoulders,Body Only,Intermediate,8.7,Average,Bent Press
Single-arm dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,8.7,Average,"Preacher Curl,Cable rope preacher hammer curl,Lying High Bench Barbell Curl"
Step-up with knee raise,Strength,Glutes,Body Only,Intermediate,8.7,Average,"Dumbbell step-up,Single Leg Push-off"
Smith machine back squat,Strength,Quadriceps,Machine,Intermediate,8.7,Average,Dumbbell squat
Incline dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,"Single-arm cable front raise,Front Plate Raise,Alternating dumbbell front raise"
Alternate Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,8.7,Average,"Alternating incline dumbbell biceps curl,Drag curl"
Standing dumbbell upright row,Strength,Traps,Dumbbell,Intermediate,8.7,Average,"Cable straight-bar upright row,Smith machine upright row,Upright Row - With Bands,Barbell upright row"
Single-arm cable front raise,Strength,Shoulders,Cable,Intermediate,8.7,Average,"Front Plate Raise,Incline dumbbell front raise,Alternating dumbbell front raise"
Two-Arm Kettlebell Military Press,Strength,Shoulders,Kettlebells,Beginner,8.7,Average,N/A
Incline cable chest press,Strength,Chest,Cable,Beginner,8.7,Average,Incline Dumbbell Bench With Palms Facing In
Rope climb,Strength,Lats,Body Only,Intermediate,8.7,Average,N/A
Trail Running/Walking,Cardio,Quadriceps,Body Only,Intermediate,8.7,Average,N/A
Standing Bradford press,Strength,Shoulders,Barbell,Intermediate,8.7,Average,Seated dumbbell shoulder press
Neutral-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,8.7,Average,N/A
Cable Chest Press,Strength,Chest,Cable,Beginner,8.7,Average,N/A
Standing concentration curl,Strength,Biceps,Dumbbell,Beginner,8.7,Average,"Barbell Curl,Dumbbell Bicep Curl"
Wide-Grip Rear Pull-Up,Strength,Lats,Body Only,Beginner,8.7,Average,"Lat pull-down,Behind-the-neck pull-down"
Kettlebell pass-through lunge,Strength,Hamstrings,Kettlebells,Intermediate,8.7,Average,N/A
Hands-elevated push-up,Strength,Chest,Body Only,Beginner,8.7,Average,N/A
Deadlift with Bands,Powerlifting,Lower Back,Barbell,Beginner,8.7,Average,Deadlift with Chains
Straight-arm rope pull-down,Strength,Lats,Cable,Intermediate,8.7,Average,N/A
Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,8.7,Average,"Standing dumbbell shrug,Seated dumbbell shoulder press,Barbell upright row"
Power clean,Strength,Hamstrings,Barbell,Intermediate,8.7,Average,N/A
Hang Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.7,Average,"Power snatch-,Single-arm kettlebell snatch,Snatch from Blocks"
Kettlebell sumo deadlift high pull,Strength,Traps,Kettlebells,Intermediate,8.7,Average,N/A
Calf-Machine Shoulder Shrug,Strength,Traps,Machine,Beginner,8.7,Average,"Smith machine upright row,Standing dumbbell shrug,Barbell behind-the-back shrug"
Bench Press - Powerlifting,Powerlifting,Triceps,Barbell,Intermediate,8.7,Average,"Floor Press,Bench Press with Chains"
Rocking Standing Calf Raise,Strength,Calves,Barbell,Beginner,8.7,Average,"Standing Calf Raises,Weighted donkey calf raise"
Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,8.7,Average,N/A
Behind-the-head skullcrusher,Strength,Triceps,Barbell,Intermediate,8.7,Average,"Kneeling cable triceps extension,Cable overhead triceps extension,Seated triceps press"
Seated palms-up wrist curl,Strength,Forearms,Barbell,Intermediate,8.7,Average,"Seated One-Arm Dumbbell Palms-Up Wrist Curl,Seated palms-up wrist curl"
Reverse Cable Curl,Strength,Biceps,Cable,Beginner,8.7,Average,Reverse-grip barbell curl
Dumbbell side bend,Strength,Abdominals,Dumbbell,Intermediate,8.6,Average,"Alternating heel-touch,Side Bridge,Weighted Ball Side Bend"
Lat pull-down,Strength,Lats,Cable,Intermediate,8.6,Average,"Pullups,Wide-Grip Rear Pull-Up"
Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,8.6,Average,"Single-arm lateral raise,Lateral Raise - With Bands,Dumbbell Raise"
Alternating incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,8.6,Average,Palms-out incline biceps curl
Kettlebell One-Legged Deadlift,Strength,Hamstrings,Kettlebells,Intermediate,8.6,Average,N/A
Alternate Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,8.6,Average,"Reverse Barbell Preacher Curls,Cable rope hammer curl,Cross-body hammer curl"
Decline Push-Up,Strength,Chest,Body Only,Intermediate,8.6,Average,N/A
Captain&#x27;s chair knee raise,Strength,Abdominals,Other,Intermediate,8.6,Average,"Hanging leg raise,Hanging toes-to-bar"
Triceps Pushdown,Strength,Triceps,Cable,Intermediate,8.6,Average,"Triceps Pushdown - Rope Attachment,Cable V-bar push-down,Double-arm triceps kick-back"
Low cable overhead triceps extension,Strength,Triceps,Cable,Intermediate,8.6,Average,N/A
Single-arm cable cross-over,Strength,Chest,Cable,Intermediate,8.6,Average,Cable Crossover
Seated dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,8.6,Average,"Lying cable biceps curl,Barbell Curl,EZ-Bar Curl"
Battle ropes,Strength,Shoulders,Other,Intermediate,8.6,Average,N/A
Dead bug reach,Strength,Abdominals,Body Only,Intermediate,8.6,Average,"Hanging leg raise,Hanging toes-to-bar"
Deadlift with Chains,Powerlifting,Lower Back,Barbell,Beginner,8.6,Average,"Deadlift with Bands,Rack pull"
Rope Crunch,Strength,Abdominals,Cable,Intermediate,8.6,Average,N/A
Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,8.6,Average,"Seated Dumbbell Palms-Up Wrist Curl,Seated One-Arm Dumbbell Palms-Up Wrist Curl,Palms-up wrist curl over bench"
Kettlebell thruster,Strength,Glutes,Kettlebells,Intermediate,8.6,Average,N/A
Single-Arm Push-Up,Strength,Chest,Body Only,Beginner,8.6,Average,"Single-arm kettlebell row,Kettlebell plyo push-up,Plyo push-up"
Band Hip Adductions,Strength,Adductors,Bands,Beginner,8.6,Average,N/A
Single-arm kettlebell clean,Strength,Hamstrings,Kettlebells,Beginner,8.6,Average,N/A
Preacher Hammer Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,8.6,Average,Cross-body hammer curl
Alternating Kettlebell Press,Strength,Shoulders,Kettlebells,Beginner,8.6,Average,N/A
Split Squat with Dumbbells,Strength,Quadriceps,Dumbbell,Intermediate,8.6,Average,N/A
Standing One-Arm Dumbbell Curl Over Incline Bench,Strength,Biceps,N/A,Intermediate,8.6,Average,"Preacher Curl,Cable rope preacher hammer curl,Barbell Curls Lying Against An Incline"
Standing Olympic Plate Hand Squeeze,Strength,Forearms,Other,Beginner,8.6,Average,N/A
Sledgehammer swing,Plyometrics,Abdominals,Other,Intermediate,8.6,Average,N/A
Kneeling Squat,Powerlifting,Glutes,Barbell,Beginner,8.6,Average,Kneeling Jump Squat
Single-arm kettlebell snatch,Strength,Shoulders,Kettlebells,Intermediate,8.6,Average,N/A
Close-grip barbell curl,Strength,Biceps,Barbell,Beginner,8.6,Average,"EZ-bar spider curl,Zottman Preacher Curl,Seated Close-Grip Concentration Barbell Curl"
Box jump,Plyometrics,Hamstrings,Other,Beginner,8.6,Average,"Front Cone Hops (or hurdle hops),Weighted Jump Squat "
Standing cable crunch,Strength,Abdominals,Cable,Intermediate,8.6,Average,Ab Crunch Machine
Leverage Incline Chest Press,Strength,Chest,Machine,Beginner,8.6,Average,N/A
Standing barbell overhead triceps extension,Strength,Triceps,Barbell,Intermediate,8.6,Average,"Cable overhead triceps extension,Single-arm dumbbell triceps extension,Standing Dumbbell Triceps Extension"
Lying cable triceps extension,Strength,Triceps,Cable,Intermediate,8.6,Average,"Low Cable Triceps Extension,Cable overhead triceps extension,Single-arm dumbbell triceps extension"
Kettlebell Turkish Get-Up (Squat style),Strength,Shoulders,N/A,Intermediate,8.6,Average,N/A
Crunch - Hands Overhead,Strength,Abdominals,Body Only,Beginner,8.6,Average,"Exercise ball crunch,Ab Crunch Machine"
Cable Internal Rotation,Strength,Shoulders,Cable,Beginner,8.6,Average,N/A
Leg Extensions,Strength,Quadriceps,Machine,Intermediate,8.5,Average,N/A
Close push-up to wide push-up,Strength,Chest,Body Only,Intermediate,8.5,Average,N/A
Single-arm dumbbell triceps extension,Strength,Triceps,Dumbbell,Intermediate,8.5,Average,"Cable overhead triceps extension,Seated triceps press,Standing barbell overhead triceps extension"
Butterfly,Strength,Chest,Machine,Intermediate,8.5,Average,"Dumbbell Flyes,Cable Crossover"
Decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,8.5,Average,"Decline barbell bench press,Chest dip,Barbell Bench Press - Medium Grip"
V-up,Strength,Abdominals,Body Only,Intermediate,8.5,Average,"Exercise Ball Pull-In,Butt-Ups,Hanging toes-to-bar"
Seated face pull,Strength,Shoulders,Cable,Intermediate,8.5,Average,"Standing cable rear delt row,Barbell rear delt bent-over row"
Barbell Bulgarian split squat,Strength,Quadriceps,Barbell,Intermediate,8.5,Average,"Dumbbell Lunges,Dumbbell step-up"
Reverse-grip lat pull-down,Strength,Lats,Machine,Intermediate,8.5,Average,Chin-Up
Standing Biceps Cable Curl,Strength,Biceps,Cable,Intermediate,8.5,Average,"Barbell Curl,EZ-Bar Curl"
Single-arm cable seated row,Strength,Middle Back,Cable,Intermediate,8.5,Average,"One-Arm Dumbbell Row,Alternating sit-through with crunch"
Single-arm kettlebell row,Strength,Chest,Dumbbell,Intermediate,8.5,Average,"Dumbbell Bench Press,Barbell Bench Press - Medium Grip"
Scissors Jump,Plyometrics,Quadriceps,Body Only,Expert,8.5,Average,N/A
Wide Stance Stiff Legs,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5,Average,N/A
Rack Pull with Bands,Powerlifting,Lower Back,Barbell,Beginner,8.5,Average,Rack pull
Drag curl,Strength,Biceps,Barbell,Beginner,8.5,Average,"Alternating incline dumbbell biceps curl,Barbell Curl,Dumbbell Bicep Curl"
Hang Clean - Below the Knees,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.5,Average,"Two-Arm Kettlebell Clean,Clean,Power Clean from Blocks"
Decline oblique crunch,Strength,Abdominals,None,Intermediate,8.5,Average,"Lying oblique crunch,Cross-Body Crunch,Cable Seated Crunch"
Dumbbell external shoulder rotation,Strength,Shoulders,Dumbbell,Intermediate,8.5,Average,Reverse Flyes With External Rotation
Single-arm bent-over cable rear delt fly,Strength,Shoulders,Cable,Intermediate,8.5,Average,"Head-on-bench dumbbell rear delt raise,Standing cable rear delt row,Barbell rear delt bent-over row"
Clean,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5,Average,"Power clean,Split Clean"
Single-arm incline lateral raise,Strength,Shoulders,Dumbbell,Intermediate,8.5,Average,"Single-arm side lying rear fly,Single-arm lateral raise,Lateral Raise - With Bands"
Decline bar press sit-up,Strength,Abdominals,Barbell,Intermediate,8.5,Average,N/A
Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate,8.5,Average,"Cable Seated Lateral Raise,Head-on-bench dumbbell rear delt raise,Reverse Flyes With External Rotation"
Calf Press,Strength,Calves,Machine,Beginner,8.5,Average,N/A
Kettlebell alternating renegade row,Strength,Middle Back,Kettlebells,Intermediate,8.5,Average,N/A
Bosu Ball Cable Crunch With Side Bends,Strength,Abdominals,Cable,Beginner,8.5,Average,N/A
Stomach Vacuum,Stretching,Abdominals,Body Only,Beginner,8.5,Average,N/A
Hammer Grip Incline DB Bench Press,Strength,Chest,Dumbbell,Beginner,8.5,Average,Incline dumbbell bench press
Wide-grip hands-elevated push-up,Strength,Chest,Body Only,Beginner,8.5,Average,"Incline Push-Up Depth Jump,Incline Push-Up"
Decline Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.5,Average,"Cable overhead triceps extension,Decline Close-Grip Bench To Skull Crusher,Standing barbell overhead triceps extension"
Jumping jack-,Plyometrics,Quadriceps,Body Only,Intermediate,8.5,Average,N/A
Push-Ups With Feet On An Exercise Ball,Strength,Chest,Body Only,Intermediate,8.5,Average,"Feet-elevated push-up,Incline dumbbell bench press"
Seated cable shoulder press,Strength,Shoulders,Cable,Intermediate,8.5,Average,N/A
Barbell hack squat,Strength,Quadriceps,Barbell,Expert,8.5,Average,"Barbell front squat,Hack Squat,Weighted sissy squat"
Feet-elevated push-up,Strength,Chest,Body Only,Intermediate,8.5,Average,"Push-Ups With Feet On An Exercise Ball,Incline dumbbell bench press"
Good Morning,Powerlifting,Hamstrings,Barbell,Intermediate,8.5,Average,"Good Morning off Pins,Band Good Morning,Band Good Morning (Pull Through)"
Leverage Chest Press,Strength,Chest,Machine,Beginner,8.5,Average,N/A
Gironda Sternum Chins,Strength,Lats,Other,Beginner,8.5,Average,"Reverse-grip lat pull-down,V-bar pull-up"
Exercise ball crunch,Strength,Abdominals,Exercise Ball,Intermediate,8.4,Average,Crunch - Hands Overhead
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,8.4,Average,"Single-arm bent-over cable rear delt fly,Back Flyes - With Bands,Dumbbell Lying Rear Lateral Raise"
Standing face pull,Strength,Shoulders,Cable,Intermediate,8.4,Average,Standing cable rear delt row
Glute Ham Raise,Powerlifting,Hamstrings,Machine,Intermediate,8.4,Average,N/A
Russian twist,Strength,Abdominals,Body Only,Intermediate,8.4,Average,"Seated bar twist,Plate Twist,Cross-Body Crunch"
Seated Flat Bench Leg Pull-In,Strength,Abdominals,N/A,Intermediate,8.4,Average,"Bent-knee reverse crunch,Exercise Ball Pull-In"
Barbell shrug,Strength,Traps,Barbell,Intermediate,8.4,Average,"Standing dumbbell shrug,Barbell upright row"
Standing cable rear delt row,Strength,Shoulders,Cable,Intermediate,8.4,Average,"Head-on-bench dumbbell rear delt raise,Single-arm incline rear delt raise,Incline dumbbell reverse fly"
Flat Bench Lying Leg Raise,Strength,Abdominals,Body Only,Intermediate,8.4,Average,"Lying bench reverse crunch,Reverse crunch,Hanging leg raise"
Hack Squat,Strength,Quadriceps,Barbell,Intermediate,8.4,Average,"Barbell Full Squat,Barbell hack squat"
Dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,8.4,Average,N/A
Man-maker,Strength,Middle Back,Dumbbell,Intermediate,8.4,Average,N/A
Pallof press,Strength,Abdominals,Other,Intermediate,8.4,Average,Cable Russian Twists
Knees tucked crunch,Strength,Abdominals,Body Only,Intermediate,8.4,Average,Toe Touchers
Straight-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,8.4,Average,N/A
Arms-crossed jump squat,Strength,Quadriceps,Body Only,Intermediate,8.4,Average,"Squats - With Bands,Barbell speed squat"
Decline Smith Press,Strength,Chest,Machine,Beginner,8.4,Average,"Decline dumbbell bench press,Chest dip"
Band Skull Crusher,Strength,Triceps,N/A,Intermediate,8.4,Average,N/A
Side Wrist Pull,Stretching,Shoulders,None,Beginner,8.4,Average,N/A
Isometric Wipers,Strength,Chest,Body Only,Beginner,8.4,Average,"Plyo push-up,Push-Up Wide"
Skating,Cardio,Quadriceps,Other,Beginner,8.4,Average,N/A
Cable cross-over,Strength,Chest,Cable,Beginner,8.4,Average,Dumbbell Flyes
Treadmill running,Cardio,Quadriceps,Machine,Intermediate,8.4,Average,N/A
One Arm Pronated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.4,Average,"Lying cable triceps extension,EZ-bar skullcrusher-"
Single-arm kettlebell clean and jerk,Strength,Shoulders,Kettlebells,Intermediate,8.4,Average,N/A
Side To Side Chins,Strength,Lats,Body Only,Intermediate,8.4,Average,"Pullups,Rocky Pull-Ups/Pulldowns"
Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Dumbbell,Beginner,8.4,Average,Incline dumbbell bench press
Seated palms-down wrist curl,Strength,Forearms,Dumbbell,Beginner,8.4,Average,"Palms-down wrist curl over bench,Palms-Down Dumbbell Wrist Curl Over A Bench,Seated Palms-Down Barbell Wrist Curl"
Standing leg swing,Stretching,Hamstrings,Body Only,Beginner,8.4,Average,N/A
Clock push-up,Strength,Chest,Body Only,Beginner,8.4,Average,"Kettlebell plyo push-up,Plyo push-up"
Machine seated row,Strength,Lats,Machine,Beginner,8.4,Average,N/A
Lying Face Up Plate Neck Resistance,Strength,Neck,Other,Beginner,8.4,Average,N/A
Weighted sissy squat,Strength,Quadriceps,Other,Intermediate,8.4,Average,Barbell Squat To A Bench
Jog In Place,Cardio,Quadriceps,N/A,Intermediate,8.4,Average,N/A
Dumbbell Raise,Strength,Shoulders,Dumbbell,Beginner,8.4,Average,"Cable straight-bar upright row,Single-arm dumbbell upright row,Barbell upright row"
Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,8.4,Average,"Palms-down wrist curl over bench,Seated palms-down wrist curl,Seated One-Arm Dumbbell Palms-Down Wrist Curl"
One Arm Supinated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.4,Average,Single-arm cable triceps extension
Stationary bike,Cardio,Quadriceps,Machine,Intermediate,8.3,Average,N/A
Dumbbell bent-over row,Strength,Middle Back,Dumbbell,Intermediate,8.3,Average,N/A
Barbell thruster,Strength,Quadriceps,Barbell,Intermediate,8.3,Average,Push-press
Flutter Kicks,Strength,Glutes,N/A,Intermediate,8.3,Average,"Standing hip extension,Single-leg cable hip extension"
Dumbbell sumo squat,Strength,Quadriceps,Dumbbell,Intermediate,8.3,Average,N/A
Barbell upright row,Strength,Shoulders,Barbell,Intermediate,8.3,Average,"Cable straight-bar upright row,Smith machine upright row,Upright Row - With Bands"
Superman,Stretching,Lower Back,Body Only,Intermediate,8.3,Average,Exercise ball weighted hyperextension
Straight-Arm Pulldown,Strength,Lats,Cable,Intermediate,8.3,Average,"Straight-arm dumbbell pull-over,Bent-arm dumbbell pull-over,Bent-arm barbell pull-over"
